parent_name,utility_name,respondent_id,year,FERC_class,original_cost,accum_depr,net_plant_balance,ARC,ARC_accum_depr,net_ARC
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2013,transmission,2171897249.0,660226524.0,1511670725.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,distribution,5016556987.0,1318599421.0,3697957566.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,general,627781215.0,143718662.0,484062553.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,intangible,588807614.0,,588807614.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,nuclear,2771272725.0,1454478785.0116532,1316793939.9883468,-29611101.0,17052564.988346912,-46663665.98834691
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,other_fossil,1505336346.0,506391081.48,998945264.52,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,renewables,360605547.0,23315295.48,337290251.52,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,steam,1854214702.0,1091871158.8307655,762343543.1692345,72448858.0,2742537.169234491,69706320.83076552
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2012,transmission,2093610284.0,624798831.0,1468811453.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,distribution,4846528625.0,1266229281.0,3580299344.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,general,590700637.0,146378713.0,444321924.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,intangible,558348390.0,,558348390.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,nuclear,2721362356.0,1427743885.5110593,1293618470.4889407,-28495803.0,19658890.48894065,-48154693.48894065
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,other_fossil,1615393032.0,463553598.6,1151839433.4,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,renewables,79964201.0,8891073.6,71073127.4,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,steam,1824594746.0,1044426781.4487453,780167964.5512547,12975896.0,1824374.5512549076,11151521.448745092
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2011,transmission,2013893626.0,591986997.0,1421906629.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,distribution,4662413930.0,1216775273.0,3445638657.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,general,524523361.0,144644882.0,379878479.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,hydro,,12766382.837383412,,5903352.0,-6863030.837383413,12766382.837383412
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,intangible,526217169.0,,526217169.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,nuclear,2682633698.0,1372697970.193738,1309935727.806262,23460630.0,18606787.806261957,4853842.193738043
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,other_fossil,1449353842.0,466920903.56,982432938.44,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,renewables,16831240.0,5692505.56,11138734.440000001,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,steam,1795988980.0,989317381.0667248,806671598.9332752,12975896.0,906211.9332753234,12069684.066724677
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2010,transmission,1948810364.0,569007097.0,1379803267.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,distribution,4569279973.0,1234251561.0,3335028412.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,general,496439558.0,183917307.0,312522251.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,hydro,,12347906.591475638,,5903352.0,-6318323.591475638,12221675.591475638
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,intangible,482726399.0,,482726399.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,nuclear,2634583861.0,1325624192.8764167,1308959668.1235833,23460630.0,17554685.12358326,5905944.876416739
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,other_fossil,1407091565.0,415315425.96,991776139.04,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,renewables,15774073.0,5019255.96,10754817.04,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,steam,1764419906.0,937903765.1142404,826516140.8857596,7665753.0,341767.8857597031,7323985.114240297
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2009,transmission,1752744296.0,531264395.0,1221479901.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,distribution,4428372822.0,1186103459.0,3242269363.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,general,480328986.0,174416346.0,305912640.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,hydro,,11803199.345567863,,5903352.0,-5773616.345567865,11676968.345567865
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,intangible,431596710.0,,431596710.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,nuclear,2583658515.0,1274533852.5590954,1309124662.4409046,23460630.0,16502582.440904563,6958047.559095437
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,other_fossil,1385281872.0,381716519.04,1003565352.96,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,renewables,15312430.0,4388293.04,10924136.96,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,steam,1585247713.0,918308327.3355656,666939385.6644344,525489.0,323268.66443435184,202220.33556564816
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2008,transmission,1605527693.0,506960814.0,1098566879.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,distribution,4183564856.0,1144739323.0,3038825533.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,general,457918666.0,,457918666.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,hydro,,11258492.099660091,,5903352.0,-5228909.099660091,11132261.099660091
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,intangible,357961832.0,,357961832.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,nuclear,2515414256.0,1281924438.8944182,1233489817.1055818,46281774.0,13834042.105581729,32447731.89441827
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,other_fossil,1307891197.0,346739265.84,961151931.1600001,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,regional_transmission_and_market_operation,,181657843.0,,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,renewables,15214321.0,3775795.84,11438525.16,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,steam,1507971511.0,879724999.2457225,628246511.7542775,1005189.0,261903.7542774458,743285.2457225542
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2007,transmission,1517868009.0,485631331.0,1032236678.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,distribution,3896271982.0,1096729810.0,2799542172.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,general,436787645.0,163052904.0,273734741.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,hydro,,13845128.392437598,,9811574.0,-3911556.392437597,13723130.392437596
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,intangible,314358369.0,,314358369.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,nuclear,2510585778.0,1219693931.229741,1290891846.770259,46281774.0,11165501.770258889,35116272.22974111
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,other_fossil,1297465169.0,318572843.0,978892326.0,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,renewables,15212907.0,3167223.0,12045684.0,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,steam,1446230279.0,842398891.1558795,603831387.8441205,1005189.0,200538.84412053975,804650.1558794603
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2006,transmission,1407929103.0,462014151.0,945914952.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,distribution,3617311560.0,1048093055.0,2569218505.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,general,420391591.0,172201999.0,248189592.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,hydro,,12528145.685215104,,9811574.0,-2594203.685215104,12405777.685215104
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,intangible,287317162.0,,287317162.0,,,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,nuclear,2490329482.0,1158428848.3455348,1331900633.6544652,64237839.0,7254422.654465119,56983416.34553488
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,other_fossil,1280494451.0,298537218.72,981957232.28,,-0.0,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,renewables,14244375.0,2558706.72,11685668.28,0.0,,0.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,steam,1415348442.0,811122218.0660363,604226223.9339637,1005189.0,139173.9339636337,866015.0660363663
Pinnacle West Capital Corp.,Arizona Public Service Co.,7,2005,transmission,1327374016.0,451825622.0,875548394.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,distribution,3891794687.0,1164746007.0,2727048680.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,general,302813984.0,97704360.0,205109624.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,hydro,50029535.0,19027201.10484669,31002333.89515331,7341.0,3927.89515330947,3413.10484669053
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,intangible,684431521.0,,684431521.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,nuclear,3250788769.0,1615345425.1388507,1635443343.8611493,237067118.0,83653836.86114931,153413281.1388507
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,other_fossil,977340091.0,551681707.0,425658384.0,,-0.0,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,steam,817129978.0,586959617.8552289,230170360.1447711,12875717.0,4194809.144771078,8680907.855228923
Entergy Corp.,"Entergy Arkansas, Inc.",8,2020,transmission,2664650351.0,554252734.0,2110397617.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,distribution,3625004356.0,1132697841.0,2492306515.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,general,266905367.0,84063618.0,182841749.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,hydro,49473764.0,18085345.668786213,31388418.331213787,7341.0,3647.331213787365,3693.668786212635
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,intangible,622137608.0,,622137608.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,nuclear,3176378506.0,1557596794.8642285,1618781711.1357715,237067118.0,78372564.1357716,158694553.8642284
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,other_fossil,967887171.0,530754402.0,437132769.0,,-0.0,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,steam,779438892.0,581734244.1275694,197704647.87243056,12990451.0,3192256.8724305825,9798194.127569418
Entergy Corp.,"Entergy Arkansas, Inc.",8,2019,transmission,2541806855.0,535394260.0,2006412595.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,distribution,3504366511.0,1143311419.0,2361055092.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,general,252185807.0,77345903.0,174839904.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,hydro,49353620.0,17215599.232725736,32138020.767274264,7341.0,3366.76727426526,3974.23272573474
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,intangible,529639632.0,,529639632.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,nuclear,3145285780.0,1512190898.5548017,1633094881.4451983,110910357.0,78654358.44519836,32255998.554801643
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,other_fossil,967662909.0,499080296.5256786,468582612.4743214,4456.0,84.47432142793144,4371.5256785720685
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,steam,776693119.0,575295796.1637636,201397322.83623636,13113727.0,2182618.836236392,10931108.163763609
Entergy Corp.,"Entergy Arkansas, Inc.",8,2018,transmission,2356318534.0,521809309.0,1834509225.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,distribution,3354571365.0,1099171858.0,2255399507.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,general,230061929.0,73763381.0,156298548.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,hydro,48272204.0,16298013.796665257,31974190.20333474,7341.0,3086.203334743155,4254.796665256845
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,intangible,458704712.0,,458704712.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,nuclear,3015378000.0,1503986752.9716592,1511391247.0283408,110910357.0,76232083.02834076,34678273.97165924
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,other_fossil,959592960.0,468324846.5730295,491268113.4269705,23762.0,415.4269705583378,23346.57302944166
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,steam,763126865.0,575281167.1445193,187845697.85548067,4355712.0,1780082.855480719,2575629.144519281
Entergy Corp.,"Entergy Arkansas, Inc.",8,2017,transmission,2196105482.0,495532442.0,1700573040.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,distribution,3292329836.0,1144336273.0,2147993563.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,general,218385828.0,66442347.0,151943481.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,hydro,45529445.0,15448332.36060478,30081112.639395222,7341.0,2805.63939522105,4535.36060477895
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,intangible,411912933.0,,411912933.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,nuclear,2789844822.0,1462685976.8246408,1327158845.1753592,110910357.0,69138090.17535925,41772266.82464075
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,other_fossil,935424358.0,435749807.6125817,499674550.3874183,23762.0,380.387418277693,23381.612581722307
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,steam,746489656.0,578086439.2666559,168403216.73334408,4355712.0,1356082.7333441316,2999629.2666558684
Entergy Corp.,"Entergy Arkansas, Inc.",8,2016,transmission,2003998511.0,478571811.0,1525426700.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,distribution,3102126177.0,1122790976.0,1979335201.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,general,173641980.0,60096394.0,113545586.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,hydro,42563772.0,14963627.9245443,27600144.0754557,7341.0,2525.075455698945,4815.924544301055
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,intangible,395380312.0,,395380312.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,nuclear,2716752664.0,1409062551.6776223,1307690112.3223777,110910357.0,62044097.32237775,48866259.67762225
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,other_fossil,626823595.0,317161705.652134,309661889.347866,23762.0,345.3478659970482,23416.65213400295
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,steam,743981124.0,573168125.3887925,170812998.6112075,4355712.0,932082.6112075445,3423629.3887924557
Entergy Corp.,"Entergy Arkansas, Inc.",8,2015,transmission,1711527887.0,466229128.0,1245298759.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,distribution,2976650880.0,1074011863.0,1902639017.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,general,170366508.0,70516170.0,99850338.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,hydro,42362579.0,14175868.488483824,28186710.511516176,7341.0,2244.51151617684,5096.48848382316
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,intangible,379103288.0,,379103288.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,nuclear,2571998566.0,1371440267.5306036,1200558298.4693964,110910357.0,54950104.46939624,55960252.53060376
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,other_fossil,622424813.0,300705997.6916863,321718815.3083137,23762.0,310.3083137164034,23451.691686283597
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,regional_transmission_and_market_operation,6048472.0,106951.0,5941521.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,steam,722706335.0,567873399.0534081,154832935.94659185,775616.0,833466.9465918457,-57850.94659184571
Entergy Corp.,"Entergy Arkansas, Inc.",8,2014,transmission,1622596644.0,451320246.0,1171276398.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,distribution,2818128288.0,1034252813.0,1783875475.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,general,193134062.0,84744426.0,108389636.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,hydro,39193611.0,13588043.052423345,25605567.947576657,7341.0,1963.947576654735,5377.052423345265
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,intangible,380677627.0,,380677627.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,nuclear,2508726389.0,1321744780.1478062,1186981608.8521938,63301902.0,50331691.85219392,12970210.147806078
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,other_fossil,616514111.0,283851021.73123854,332663089.26876146,23762.0,275.2687614357586,23486.73123856424
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,regional_transmission_and_market_operation,6048472.0,103174.0,5945298.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,steam,725414104.0,562074393.7180239,163339710.2819761,775616.0,734851.2819761469,40764.718023853144
Entergy Corp.,"Entergy Arkansas, Inc.",8,2013,transmission,1527970108.0,454312891.0,1073657217.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,distribution,2676953685.0,994006433.0,1682947252.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,general,175670848.0,81859762.0,93811086.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,hydro,36872315.0,13302638.616362868,23569676.38363713,7341.0,1683.38363713263,5657.61636286737
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,intangible,365021280.0,,365021280.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,nuclear,2406521792.0,1274560666.7650084,1131961125.2349916,63301902.0,45713279.2349916,17588622.765008397
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,other_fossil,621981834.0,276778472.7707908,345203361.2292092,23762.0,240.22920915511375,23521.770790844887
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,regional_transmission_and_market_operation,6048472.0,81784.0,5966688.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,steam,864917217.0,700554915.3826395,164362301.61736047,775616.0,636235.617360448,139380.382639552
Entergy Corp.,"Entergy Arkansas, Inc.",8,2012,transmission,1458273962.0,444041044.0,1014232918.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,distribution,2571521421.0,941479662.0,1630041759.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,general,172915764.0,81603132.0,91312632.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,hydro,36691660.0,12768168.180302387,23923491.81969761,7341.0,1402.819697610525,5938.180302389475
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,intangible,344189617.0,,344189617.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,nuclear,2380136960.0,1230850050.3822107,1149286909.6177893,63301902.0,41094866.61778928,22207035.382210717
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,other_fossil,302197603.0,164679897.81034312,137517705.18965688,23762.0,205.189656874469,23556.81034312553
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,regional_transmission_and_market_operation,6048472.0,60393.0,5988079.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,steam,859132120.0,686052876.0472553,173079243.95274472,775616.0,537619.9527447491,237996.04725525086
Entergy Corp.,"Entergy Arkansas, Inc.",8,2011,transmission,1343996998.0,424587821.0,919409177.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,distribution,2447804025.0,883947180.0,1563856845.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,general,181407026.0,81967605.0,99439421.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,hydro,34802341.0,14130408.744241912,20671932.255758088,7341.0,1122.25575808842,6218.74424191158
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,intangible,340268448.0,,340268448.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,nuclear,2331773729.0,1194887934.999413,1136885794.000587,63301902.0,36476454.00058695,26825447.99941305
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,other_fossil,299621628.0,156559462.84989542,143062165.15010458,23762.0,170.15010459382418,23591.849895406176
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,regional_transmission_and_market_operation,6048472.0,39003.0,6009469.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,steam,853647045.0,673020729.7118709,180626315.2881291,775616.0,439004.2881290503,336611.7118709497
Entergy Corp.,"Entergy Arkansas, Inc.",8,2010,transmission,1226779473.0,419507493.0,807271980.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,distribution,2389264188.0,830317571.0,1558946617.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,general,181507235.0,82084535.0,99422700.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,hydro,34681789.0,13635343.308181431,21046445.69181857,7341.0,841.691818566315,6499.308181433685
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,intangible,324044980.0,,324044980.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,nuclear,2264626713.0,1147011209.6166153,1117615503.3833847,63301902.0,31858041.383384623,31443860.616615377
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,other_fossil,294928596.0,152631592.8894477,142297003.1105523,23762.0,135.11055231317937,23626.88944768682
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,regional_transmission_and_market_operation,6048422.0,17613.0,6030809.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,steam,849600479.0,654727851.3764867,194872627.62351334,775616.0,340388.62351335154,435227.37648664846
Entergy Corp.,"Entergy Arkansas, Inc.",8,2009,transmission,1193074212.0,405760578.0,787313634.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,distribution,2300026880.0,816190938.0,1483835942.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,general,162756795.0,77555649.0,85201146.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,hydro,29895940.0,13092004.872120956,16803935.127879046,7341.0,561.12787904421,6779.87212095579
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,intangible,309952928.0,,309952928.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,nuclear,2233893800.0,1089820700.2338178,1144073099.7661822,63301902.0,27239628.766182296,36062273.233817704
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,other_fossil,223713276.0,11422245.928999968,212291030.07100004,23762.0,100.07100003253456,23661.928999967466
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,steam,839980816.0,634077765.0411023,205903050.9588977,775616.0,241772.9588976527,533843.0411023473
Entergy Corp.,"Entergy Arkansas, Inc.",8,2008,transmission,1152239425.0,397088575.0,755150850.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,distribution,2217209423.0,794285542.0,1422923881.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,general,135640219.0,65973638.0,69666581.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,hydro,29533041.0,12177048.436060475,17355992.563939527,7341.0,280.563939522105,7060.436060477895
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,intangible,290805569.0,,290805569.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,nuclear,2142111359.0,1029952206.85102,1112159152.1489801,63301902.0,22621216.148979973,40680685.85102002
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,other_fossil,12841628.0,-6628574.031447751,19470202.031447753,23762.0,65.03144775188977,23696.96855224811
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,steam,807290555.0,610448628.705718,196841926.29428196,775616.0,143157.29428195383,632458.7057180462
Entergy Corp.,"Entergy Arkansas, Inc.",8,2007,transmission,1092188165.0,383440085.0,708748080.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,distribution,2124646381.0,765876436.0,1358769945.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,general,131894970.0,60572604.0,71322366.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,hydro,28031445.0,11549456.0,16481989.0,7341.0,,7341.0
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,intangible,283145882.0,,283145882.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,nuclear,2101250338.0,977372085.4682224,1123878252.5317776,63301902.0,18002803.531777646,45299098.46822235
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,other_fossil,12688794.0,-6585996.991895472,19274790.99189547,23762.0,29.99189547124496,23732.008104528755
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,steam,795205670.0,590603174.3703338,204602495.6296662,775616.0,44541.629666255,731074.370333745
Entergy Corp.,"Entergy Arkansas, Inc.",8,2006,transmission,1057278863.0,368389957.0,688888906.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,distribution,2033524475.0,721150103.0,1312374372.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,general,131766864.0,57791984.0,73974880.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,hydro,27781799.0,10990224.0,16791575.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,intangible,253655746.0,,253655746.0,,,
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,nuclear,1994908084.0,899290014.0854247,1095618069.9145753,63301902.0,13384390.914575322,49917511.08542468
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,other_fossil,12688794.0,-6583147.0,19271941.0,20335.0,-0.0,20335.0
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,steam,784320963.0,569652910.0,214668053.0,360398.0,,360398.0
Entergy Corp.,"Entergy Arkansas, Inc.",8,2005,transmission,1040985932.0,356364283.0,684621649.0,,,
Exelon Corp.,Atlantic City Electric Co.,9,2020,distribution,2617212547.0,581993420.4442829,2035219126.555717,2451183.0,168382.55571711526,2282800.4442828847
Exelon Corp.,Atlantic City Electric Co.,9,2020,general,212912295.0,53429091.20474041,159483203.7952596,108026.0,134438.79525959078,-26412.795259590785
Exelon Corp.,Atlantic City Electric Co.,9,2020,intangible,69190952.0,,69190952.0,,,
Exelon Corp.,Atlantic City Electric Co.,9,2020,other_fossil,,,,,-0.0,
Exelon Corp.,Atlantic City Electric Co.,9,2020,transmission,1668224393.0,284525424.0,1383698969.0,,,
Exelon Corp.,Atlantic City Electric Co.,9,2019,distribution,2460010637.0,538963638.7740642,1921046998.225936,2055065.0,106644.22593578204,1948420.774064218
Exelon Corp.,Atlantic City Electric Co.,9,2019,general,171393191.0,44412023.48504596,126981167.51495403,110223.0,122480.51495404668,-12257.514954046681
