parent_name,utility_name,respondent_id,year,CO2_historical,CO2_target,CO2_target_all_years,CO2_1point5C,generation_historical,generation_projected,generation_1point5C,CO2_intensity_historical,CO2_intensity_target,CO2_intensity_target_all_years,CO2_intensity_1point5C
"American Electric Power Co., Inc.",AEP Generating Co.,1,2000,0.324787057,,,4.034556678,7.2768468,,3.555941176,0.044632939,,,1.134596012
"American Electric Power Co., Inc.",AEP Generating Co.,1,2001,0,,,3.969040074,1,,3.494718022,0,,,1.135725414
"American Electric Power Co., Inc.",AEP Generating Co.,1,2002,0,,,3.995913845,1,,3.60864023,0,,,1.107318433
"American Electric Power Co., Inc.",AEP Generating Co.,1,2003,0,,,4.050335501,1,,3.631771875,0,,,1.115250528
"American Electric Power Co., Inc.",AEP Generating Co.,1,2004,0,,,4.104741439,1,,3.71348524,0,,,1.105360914
"American Electric Power Co., Inc.",AEP Generating Co.,1,2005,0,0,0,4.218637119,1,,3.792858054,0,,,1.112258107
"American Electric Power Co., Inc.",AEP Generating Co.,1,2006,6.540661294,,0.201960319,4.118660334,8.1249129,,3.801536742,0.805013097,,,1.083419841
"American Electric Power Co., Inc.",AEP Generating Co.,1,2007,5.64442286,,0.403920637,4.234990509,7.60605925,,3.887620029,0.742095568,,,1.089352992
"American Electric Power Co., Inc.",AEP Generating Co.,1,2008,6.788230137,,0.605880956,4.144058388,8.64119425,,3.85268171,0.785566201,,,1.075629575
"American Electric Power Co., Inc.",AEP Generating Co.,1,2009,6.382089312,,0.807841275,3.768581794,8.1072266,,3.694570307,0.787209933,,,1.020032502
"American Electric Power Co., Inc.",AEP Generating Co.,1,2010,6.367227669,,1.009801593,3.964925531,8.64040575,,3.857986613,0.73691304,,,1.027718841
"American Electric Power Co., Inc.",AEP Generating Co.,1,2011,6.943467402,,1.211761912,3.789243582,10.76511315,,3.834680995,0.644997159,,,0.988150927
"American Electric Power Co., Inc.",AEP Generating Co.,1,2012,8.677228694,,1.41372223,3.552838926,14.20985815,,3.785696345,0.610648509,,,0.938490202
"American Electric Power Co., Inc.",AEP Generating Co.,1,2013,6.283789821,,1.615682549,3.579957192,8.98360235,,3.802716886,0.699473282,,,0.94142091
"American Electric Power Co., Inc.",AEP Generating Co.,1,2014,6.803069801,,1.817642868,3.57997291,10.16756315,,3.828569171,0.669095407,,,0.935068102
"American Electric Power Co., Inc.",AEP Generating Co.,1,2015,6.779117541,,2.019603186,3.340159261,12.1289289,,3.813600337,0.558921369,,,0.875854564
"American Electric Power Co., Inc.",AEP Generating Co.,1,2016,6.85282892,,2.221563505,3.180696231,12.6562165,,3.812734335,0.541459521,,,0.834229703
"American Electric Power Co., Inc.",AEP Generating Co.,1,2017,3.672810166,,2.423523824,3.043725225,4.8232047,,3.773075344,0.761487516,,,0.806696116
"American Electric Power Co., Inc.",AEP Generating Co.,1,2018,4.066244821,,2.625484142,3.080150117,5.1629385,,3.907571274,0.787583432,,,0.788251807
"American Electric Power Co., Inc.",AEP Generating Co.,1,2019,2.827444461,2.827444461,2.827444461,2.827444461,3.8514311,,3.8514311,0.734128273,,,0.734128273
"American Electric Power Co., Inc.",AEP Generating Co.,1,2020,,,2.570404055,2.563498992,,3.8514311,3.897437057,,,0.667389339,0.657739677
"American Electric Power Co., Inc.",AEP Generating Co.,1,2021,,,2.31336365,2.336723192,,3.8514311,3.913736013,,,0.600650405,0.597056926
"American Electric Power Co., Inc.",AEP Generating Co.,1,2022,,,2.056323244,2.130388813,,3.8514311,3.945303043,,,0.533911471,0.539981033
"American Electric Power Co., Inc.",AEP Generating Co.,1,2023,,,1.799282839,1.940896533,,3.8514311,4.000363826,,,0.467172537,0.485180003
"American Electric Power Co., Inc.",AEP Generating Co.,1,2024,,,1.542242433,1.768555526,,3.8514311,4.087733949,,,0.400433603,0.432649372
"American Electric Power Co., Inc.",AEP Generating Co.,1,2025,,,1.285202028,1.608289798,,3.8514311,4.218719049,,,0.333694669,0.381227045
"American Electric Power Co., Inc.",AEP Generating Co.,1,2026,,,1.028161622,1.456809323,,3.8514311,4.407665667,,,0.266955736,0.330517202
"American Electric Power Co., Inc.",AEP Generating Co.,1,2027,,,0.771121217,1.312190965,,3.8514311,4.670842574,,,0.200216802,0.280932389
"American Electric Power Co., Inc.",AEP Generating Co.,1,2028,,,0.514080811,1.173551518,,3.8514311,5.024254964,,,0.133477868,0.233577222
"American Electric Power Co., Inc.",AEP Generating Co.,1,2029,,,0.257040406,1.040781277,,3.8514311,5.479552223,,,0.066738934,0.189939111
"American Electric Power Co., Inc.",AEP Generating Co.,1,2030,,0,0,0.914310608,,3.8514311,6.038233477,,0,0,0.151420214
"American Electric Power Co., Inc.",AEP Generating Co.,1,2031,,,0,0.794895281,,3.8514311,6.685820347,,,0,0.118892707
"American Electric Power Co., Inc.",AEP Generating Co.,1,2032,,,0,0.683420603,,3.8514311,7.389194884,,,0,0.092489184
"American Electric Power Co., Inc.",AEP Generating Co.,1,2033,,,0,0.580733189,,3.8514311,8.100359815,,,0,0.071692271
"American Electric Power Co., Inc.",AEP Generating Co.,1,2034,,,0,0.487510722,,3.8514311,8.767118123,,,0,0.055606725
"American Electric Power Co., Inc.",AEP Generating Co.,1,2035,,,0,0.40417614,,3.8514311,9.346514962,,,0,0.043243513
"American Electric Power Co., Inc.",AEP Generating Co.,1,2036,,,0,0.330856679,,3.8514311,9.814307322,,,0,0.033711669
"American Electric Power Co., Inc.",AEP Generating Co.,1,2037,,,0,0.267382561,,3.8514311,10.16637878,,,0,0.026300669
"American Electric Power Co., Inc.",AEP Generating Co.,1,2038,,,0,0.213316485,,3.8514311,10.41349287,,,0,0.020484624
"American Electric Power Co., Inc.",AEP Generating Co.,1,2039,,,0,0.168003671,,3.8514311,10.5738482,,,0,0.015888602
"American Electric Power Co., Inc.",AEP Generating Co.,1,2040,,,0,0.130632481,,3.8514311,10.66702289,,,0,0.012246386
"American Electric Power Co., Inc.",AEP Generating Co.,1,2041,,,0,0.100297103,,3.8514311,10.71050638,,,0,0.009364366
"American Electric Power Co., Inc.",AEP Generating Co.,1,2042,,,0,0.076055799,,3.8514311,10.71839169,,,0,0.007095822
"American Electric Power Co., Inc.",AEP Generating Co.,1,2043,,,0,0.056980422,,3.8514311,10.70134192,,,0,0.005324605
"American Electric Power Co., Inc.",AEP Generating Co.,1,2044,,,0,0.042194844,,3.8514311,10.66711055,,,0,0.003955602
"American Electric Power Co., Inc.",AEP Generating Co.,1,2045,,,0,0.030901751,,3.8514311,10.62119465,,,0,0.002909442
"American Electric Power Co., Inc.",AEP Generating Co.,1,2046,,,0,0.022398416,,3.8514311,10.56742964,,,0,0.002119571
"American Electric Power Co., Inc.",AEP Generating Co.,1,2047,,,0,0.016083058,,3.8514311,10.50846471,,,0,0.001530486
"American Electric Power Co., Inc.",AEP Generating Co.,1,2048,,,0,0.011453717,,3.8514311,10.44611807,,,0,0.001096457
"American Electric Power Co., Inc.",AEP Generating Co.,1,2049,,,0,0.008101773,,3.8514311,10.3816324,,,0,0.000780395
"American Electric Power Co., Inc.",AEP Generating Co.,1,2050,,0,0,0.005702082,,3.8514311,10.31585459,,0,0,0.000552749
Southern Co.,Alabama Power Co.,2,2000,3.627207073,,,41.1486314,69.90117473,,54.215082,0.051890502,,,0.758988641
Southern Co.,Alabama Power Co.,2,2001,30.6070136,,,40.4804245,54.33077155,,53.28165309,0.56334583,,,0.759744155
Southern Co.,Alabama Power Co.,2,2002,31.22688068,,,40.75451134,57.3815374,,55.01854962,0.544197352,,,0.740741289
Southern Co.,Alabama Power Co.,2,2003,50.29699828,,,41.30956034,79.12129961,,55.3712225,0.635694794,,,0.746047468
Southern Co.,Alabama Power Co.,2,2004,48.89457712,,,41.86444903,74.01260215,,56.61705209,0.660625025,,,0.739431805
Southern Co.,Alabama Power Co.,2,2005,51.42404278,,,43.02607638,75.72892582,,57.82719688,0.679054169,,,0.744045686
Southern Co.,Alabama Power Co.,2,2006,51.67826458,,,42.0064085,75.31455713,,57.95951509,0.686165684,,,0.724754312
Southern Co.,Alabama Power Co.,2,2007,52.17689092,52.17689092,52.17689092,43.19286537,74.77092613,,59.27196999,0.697823253,,,0.728723297
Southern Co.,Alabama Power Co.,2,2008,49.99016265,,50.23191981,42.26544444,75.25681059,,58.73928856,0.664260979,,,0.719543009
Southern Co.,Alabama Power Co.,2,2009,43.44104824,,48.28694871,38.43594117,71.56704252,,56.32866863,0.606997952,,,0.682351316
Southern Co.,Alabama Power Co.,2,2010,46.89329663,,46.34197761,40.43846009,72.83290958,,58.82016891,0.643847636,,,0.687493097
Southern Co.,Alabama Power Co.,2,2011,42.64460448,,44.39700651,38.6466717,68.58281072,,58.46484358,0.62179727,,,0.661024119
Southern Co.,Alabama Power Co.,2,2012,36.9018156,,42.45203541,36.23556961,62.44303064,,57.71800704,0.590967722,,,0.627803548
Southern Co.,Alabama Power Co.,2,2013,39.28290658,,40.5070643,36.51215007,67.24951982,,57.97750796,0.584136611,,,0.629764047
Southern Co.,Alabama Power Co.,2,2014,38.65876043,,38.5620932,36.51231038,65.59519629,,58.37166063,0.589353529,,,0.625514333
Southern Co.,Alabama Power Co.,2,2015,40.60238081,,36.6171221,34.0664398,62.56361799,,58.14344074,0.648977507,,,0.585903403
Southern Co.,Alabama Power Co.,2,2016,37.74045135,,34.672151,32.44006894,61.37672133,,58.13023738,0.614898459,,,0.558058429
Southern Co.,Alabama Power Co.,2,2017,32.64823984,,32.7271799,31.04309527,61.87587298,,57.52558299,0.527640876,,,0.53963982
Southern Co.,Alabama Power Co.,2,2018,32.63253967,,30.78220879,31.41459445,61.94850711,,59.57615342,0.526768783,,,0.52730149
Southern Co.,Alabama Power Co.,2,2019,28.83723769,28.83723769,28.83723769,28.83723769,58.72022134,,58.72022134,0.491095521,,,0.491095521
Southern Co.,Alabama Power Co.,2,2020,,,28.58734749,26.14524556,,58.72022134,59.42164372,,,0.486839914,0.439995327
Southern Co.,Alabama Power Co.,2,2021,,,28.33745729,23.83234863,,58.72022134,59.67014312,,,0.482584306,0.399401566
Southern Co.,Alabama Power Co.,2,2022,,,28.08756708,21.72793468,,58.72022134,60.15142474,,,0.478328699,0.361220616
Southern Co.,Alabama Power Co.,2,2023,,,27.83767688,19.7952941,,58.72022134,60.99090007,,,0.474073092,0.324561436
Southern Co.,Alabama Power Co.,2,2024,,,27.58778668,18.03758014,,58.72022134,62.32297451,,,0.469817484,0.289421041
Southern Co.,Alabama Power Co.,2,2025,,,27.33789647,16.40302253,,58.72022134,64.32001765,,,0.465561877,0.255022046
Southern Co.,Alabama Power Co.,2,2026,,,27.08800627,14.85806611,,58.72022134,67.20076171,,,0.46130627,0.221099668
Southern Co.,Alabama Power Co.,2,2027,,,26.83811607,13.38309674,,58.72022134,71.21324585,,,0.457050663,0.18792988
Southern Co.,Alabama Power Co.,2,2028,,,26.58822586,11.96910656,,58.72022134,76.6014907,,,0.452795055,0.156251614
Southern Co.,Alabama Power Co.,2,2029,,,26.33833566,10.6149767,,58.72022134,83.54310671,,,0.448539448,0.127059875
Southern Co.,Alabama Power Co.,2,2030,,26.08844546,26.08844546,9.325096457,,58.72022134,92.0609501,,0.444283841,0.444283841,0.101292638
Southern Co.,Alabama Power Co.,2,2031,,,24.78402319,8.107173977,,58.72022134,101.9342786,,,0.422069649,0.079533343
Southern Co.,Alabama Power Co.,2,2032,,,23.47960091,6.970238543,,58.72022134,112.6581647,,,0.399855457,0.061870691
Southern Co.,Alabama Power Co.,2,2033,,,22.17517864,5.922924832,,58.72022134,123.5008258,,,0.377641264,0.047958585
Southern Co.,Alabama Power Co.,2,2034,,,20.87075637,4.972144553,,58.72022134,133.6664485,,,0.355427072,0.03719815
Southern Co.,Alabama Power Co.,2,2035,,,19.56633409,4.122211266,,58.72022134,142.5001287,,,0.33321288,0.028927772
Southern Co.,Alabama Power Co.,2,2036,,,18.26191182,3.374422676,,58.72022134,149.6322492,,,0.310998688,0.02255144
Southern Co.,Alabama Power Co.,2,2037,,,16.95748955,2.727047193,,58.72022134,155.0000497,,,0.288784496,0.017593847
Southern Co.,Alabama Power Co.,2,2038,,,15.65306727,2.175624763,,58.72022134,158.7676348,,,0.266570304,0.013703201
Southern Co.,Alabama Power Co.,2,2039,,,14.348645,1.71347726,,58.72022134,161.2124664,,,0.244356112,0.01062869
Southern Co.,Alabama Power Co.,2,2040,,,13.04422273,1.332326752,,58.72022134,162.6330392,,,0.22214192,0.008192227
Southern Co.,Alabama Power Co.,2,2041,,,11.73980046,1.022934826,,58.72022134,163.2960032,,,0.199927728,0.006264298
Southern Co.,Alabama Power Co.,2,2042,,,10.43537818,0.775696634,,58.72022134,163.4162254,,,0.177713536,0.004746754
Southern Co.,Alabama Power Co.,2,2043,,,9.13095591,0.58114598,,58.72022134,163.1562788,,,0.155499344,0.003561898
Southern Co.,Alabama Power Co.,2,2044,,,7.826533637,0.430347182,,58.72022134,162.6343757,,,0.133285152,0.002646102
Southern Co.,Alabama Power Co.,2,2045,,,6.522111365,0.3151684,,58.72022134,161.9343264,,,0.11107096,0.001946273
Southern Co.,Alabama Power Co.,2,2046,,,5.217689092,0.228442484,,58.72022134,161.1146069,,,0.088856768,0.001417888
Southern Co.,Alabama Power Co.,2,2047,,,3.913266819,0.16403186,,58.72022134,160.2156077,,,0.066642576,0.001023819
Southern Co.,Alabama Power Co.,2,2048,,,2.608844546,0.116816997,,58.72022134,159.2650496,,,0.044428384,0.000733475
Southern Co.,Alabama Power Co.,2,2049,,,1.304422273,0.082630365,,58.72022134,158.2818792,,,0.022214192,0.000522046
Southern Co.,Alabama Power Co.,2,2050,,0,0,0.058155798,,58.72022134,157.2790086,,0,0,0.000369762
Avista Corp.,Alaska Electric Light & Power Co.,3,2000,0.000809006,,,0.003791077,1.064449,,1.033514499,0.000760024,,,0.003668141
Avista Corp.,Alaska Electric Light & Power Co.,3,2001,0.00198583,,,0.003729514,1.053865,,1.01572033,0.00188433,,,0.003671792
Avista Corp.,Alaska Electric Light & Power Co.,3,2002,0.010256846,,,0.003754766,1.070808,,1.048831186,0.009578604,,,0.003579953
Avista Corp.,Alaska Electric Light & Power Co.,3,2003,0.000701498,,,0.003805904,1.052638,,1.05555427,0.000666419,,,0.003605597
Avista Corp.,Alaska Electric Light & Power Co.,3,2004,0.002080333,,,0.003857026,1.053948,,1.079303804,0.001973848,,,0.003573624
Avista Corp.,Alaska Electric Light & Power Co.,3,2005,0,,,0.003964049,1.082518,,1.10237307,0,,,0.003595923
Avista Corp.,Alaska Electric Light & Power Co.,3,2006,0,,,0.003870105,1.09787,,1.104895483,0,,,0.003502689
Avista Corp.,Alaska Electric Light & Power Co.,3,2007,0.003764402,,,0.003979415,1.088813,,1.129915111,0.003457345,,,0.003521871
Avista Corp.,Alaska Electric Light & Power Co.,3,2008,0.04065225,,,0.00389397,1.118276,,1.119760483,0.036352609,,,0.003477503
Avista Corp.,Alaska Electric Light & Power Co.,3,2009,0.016838029,,,0.003541153,1.15753,,1.073806284,0.014546516,,,0.003297758
Avista Corp.,Alaska Electric Light & Power Co.,3,2010,0.000653249,,,0.003725648,1.471889,,1.121302323,0.000443817,,,0.003322608
Avista Corp.,Alaska Electric Light & Power Co.,3,2011,0.003965379,,,0.003560568,1.176264,,1.114528675,0.003371164,,,0.003194685
Avista Corp.,Alaska Electric Light & Power Co.,3,2012,0.0010903,,,0.00333843,1.170794,,1.10029156,0.000931248,,,0.003034132
Avista Corp.,Alaska Electric Light & Power Co.,3,2013,0.001077222,,,0.003363912,1.143056,,1.105238485,0.000942405,,,0.003043607
Avista Corp.,Alaska Electric Light & Power Co.,3,2014,0.00035932,,,0.003363927,1.138929,,1.112752308,0.00031549,,,0.003023069
Avista Corp.,Alaska Electric Light & Power Co.,3,2015,0.000554756,,,0.003138586,1.149929,,1.108401699,0.000482426,,,0.002831632
Avista Corp.,Alaska Electric Light & Power Co.,3,2016,0.001865613,,,0.002988746,1.145955,,1.108150001,0.001627999,,,0.002697059
Avista Corp.,Alaska Electric Light & Power Co.,3,2017,0.000925307,,,0.002860041,1.127215,,1.096623336,0.000820879,,,0.002608043
Avista Corp.,Alaska Electric Light & Power Co.,3,2018,0.001106112,,,0.002894268,1.136054,,1.135713829,0.000973644,,,0.002548413
Avista Corp.,Alaska Electric Light & Power Co.,3,2019,0.002656812,,,0.002656812,1.119397,,1.119397,0.002373432,,,0.002373432
Avista Corp.,Alaska Electric Light & Power Co.,3,2020,,,,0.002408796,,1.119397,1.132768375,,,,0.002126468
Avista Corp.,Alaska Electric Light & Power Co.,3,2021,,,,0.002195705,,1.119397,1.137505576,,,,0.001930281
Avista Corp.,Alaska Electric Light & Power Co.,3,2022,,,,0.002001823,,1.119397,1.146680357,,,,0.001745755
Avista Corp.,Alaska Electric Light & Power Co.,3,2023,,,,0.001823766,,1.119397,1.162683467,,,,0.001568584
Avista Corp.,Alaska Electric Light & Power Co.,3,2024,,,,0.001661826,,1.119397,1.188077107,,,,0.001398752
Avista Corp.,Alaska Electric Light & Power Co.,3,2025,,,,0.001511232,,1.119397,1.226147197,,,,0.001232504
Avista Corp.,Alaska Electric Light & Power Co.,3,2026,,,,0.001368893,,1.119397,1.281063479,,,,0.00106856
Avista Corp.,Alaska Electric Light & Power Co.,3,2027,,,,0.001233002,,1.119397,1.357554381,,,,0.000908252
Avista Corp.,Alaska Electric Light & Power Co.,3,2028,,,,0.001102729,,1.119397,1.460271724,,,,0.000755154
Avista Corp.,Alaska Electric Light & Power Co.,3,2029,,,,0.000977972,,1.119397,1.592601337,,,,0.000614072
Avista Corp.,Alaska Electric Light & Power Co.,3,2030,,,,0.000859133,,1.119397,1.754978932,,,,0.000489541
Avista Corp.,Alaska Electric Light & Power Co.,3,2031,,,,0.000746925,,1.119397,1.943196449,,,,0.000384379
Avista Corp.,Alaska Electric Light & Power Co.,3,2032,,,,0.000642177,,1.119397,2.147628342,,,,0.000299017
Avista Corp.,Alaska Electric Light & Power Co.,3,2033,,,,0.000545687,,1.119397,2.354324468,,,,0.000231781
Avista Corp.,Alaska Electric Light & Power Co.,3,2034,,,,0.00045809,,1.119397,2.548114057,,,,0.000179776
Avista Corp.,Alaska Electric Light & Power Co.,3,2035,,,,0.000379785,,1.119397,2.716512522,,,,0.000139806
Avista Corp.,Alaska Electric Light & Power Co.,3,2036,,,,0.00031089,,1.119397,2.852473766,,,,0.00010899
Avista Corp.,Alaska Electric Light & Power Co.,3,2037,,,,0.000251246,,1.119397,2.954801373,,,,8.50E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2038,,,,0.000200443,,1.119397,3.026623709,,,,6.62E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2039,,,,0.000157865,,1.119397,3.073230092,,,,5.14E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2040,,,,0.000122749,,1.119397,3.100310796,,,,3.96E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2041,,,,9.42E-05,,1.119397,3.112949031,,,,3.03E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2042,,,,7.15E-05,,1.119397,3.115240853,,,,2.29E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2043,,,,5.35E-05,,1.119397,3.110285431,,,,1.72E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2044,,,,3.96E-05,,1.119397,3.100336273,,,,1.28E-05
Avista Corp.,Alaska Electric Light & Power Co.,3,2045,,,,2.90E-05,,1.119397,3.086991074,,,,9.41E-06
Avista Corp.,Alaska Electric Light & Power Co.,3,2046,,,,2.10E-05,,1.119397,3.071364574,,,,6.85E-06
Avista Corp.,Alaska Electric Light & Power Co.,3,2047,,,,1.51E-05,,1.119397,3.054226746,,,,4.95E-06
Avista Corp.,Alaska Electric Light & Power Co.,3,2048,,,,1.08E-05,,1.119397,3.03610604,,,,3.54E-06
Avista Corp.,Alaska Electric Light & Power Co.,3,2049,,,,7.61E-06,,1.119397,3.017363639,,,,2.52E-06
Avista Corp.,Alaska Electric Light & Power Co.,3,2050,,,,5.36E-06,,1.119397,2.998245686,,,,1.79E-06
FirstEnergy Corp.,The Allegheny Generating Co.,5,2000,,,,0,,,-0.288187898,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2001,,,,0,,,-0.283226125,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2002,0,,,0,0,,-0.292458843,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2003,0,,,0,0,,-0.294333525,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2004,0,,,0,0,,-0.300955908,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2005,0,,,0,0,,-0.307388603,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2006,0,,,0,0,,-0.308091959,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2007,0,,,0,0,,-0.315068498,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2008,0,,,0,0,,-0.312236954,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2009,0,,,0,0,,-0.299422965,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2010,0,,,0,0,,-0.312666885,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2011,0,,,0,0,,-0.310778104,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2012,0,,,0,0,,-0.306808189,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2013,0,,,0,0,,-0.308187602,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2014,0,,,0,0,,-0.310282777,,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2015,0,,,0,-0.3457712,,-0.309069642,0,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2016,0,,,0,-0.307448,,-0.308999457,0,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2017,0,,,0,-0.3739776,,-0.305785332,0,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2018,0,,,0,-0.3930488,,-0.316685427,0,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2019,0,0,0,0,-0.3121356,,-0.3121356,0,,,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2020,,,0,0,,-0.3121356,-0.315864109,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2021,,,0,0,,-0.3121356,-0.317185043,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2022,,,0,0,,-0.3121356,-0.319743363,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2023,,,0,0,,-0.3121356,-0.324205712,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2024,,,0,0,,-0.3121356,-0.331286541,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2025,,,0,0,,-0.3121356,-0.341902105,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2026,,,0,0,,-0.3121356,-0.357215106,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2027,,,0,0,,-0.3121356,-0.37854403,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2028,,,0,0,,-0.3121356,-0.407186004,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2029,,,0,0,,-0.3121356,-0.44408514,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2030,,0,0,0,,-0.3121356,-0.489362936,,0,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2031,,,0,0,,-0.3121356,-0.541846003,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2032,,,0,0,,-0.3121356,-0.598850328,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2033,,,0,0,,-0.3121356,-0.656486019,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2034,,,0,0,,-0.3121356,-0.710522817,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2035,,,0,0,,-0.3121356,-0.757479487,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2036,,,0,0,,-0.3121356,-0.795391278,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2037,,,0,0,,-0.3121356,-0.823924577,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2038,,,0,0,,-0.3121356,-0.843951706,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2039,,,0,0,,-0.3121356,-0.856947552,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2040,,,0,0,,-0.3121356,-0.864498806,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2041,,,0,0,,-0.3121356,-0.868022885,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2042,,,0,0,,-0.3121356,-0.868661943,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2043,,,0,0,,-0.3121356,-0.86728016,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2044,,,0,0,,-0.3121356,-0.864505911,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2045,,,0,0,,-0.3121356,-0.8607847,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2046,,,0,0,,-0.3121356,-0.856427366,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2047,,,0,0,,-0.3121356,-0.851648609,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2048,,,0,0,,-0.3121356,-0.846595784,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2049,,,0,0,,-0.3121356,-0.841369603,,,0,0
FirstEnergy Corp.,The Allegheny Generating Co.,5,2050,,0,0,0,,-0.3121356,-0.836038703,,0,0,0
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2000,1.195446158,,,26.78494397,33.307354,,23.34939884,0.035891358,,,1.147136342
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2001,24.94708815,,,26.34998699,28.730813,,22.94738886,0.868304289,,,1.148278227
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2002,32.11642078,,,26.52839877,37.270075,,23.69543697,0.861721389,,,1.119557272
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2003,34.22177003,,,26.8896977,40.44084693,,23.84732644,0.846217936,,,1.127577038
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2004,30.19165021,,,27.25089228,35.5243723,,24.38388141,0.849885537,,,1.117578117
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2005,34.37252167,34.37252167,34.37252167,28.00703221,40.11805227,,24.90506763,0.856784408,,,1.124551542
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2006,32.89840294,,33.25813219,27.34329818,38.47289529,,24.96205455,0.855105983,,,1.095394537
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2007,29.20829409,,32.14374271,28.11560043,33.2396562,,25.52730377,0.878718297,,,1.101393264
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2008,29.01358693,,31.02935322,27.51191285,32.94023268,,25.29788807,0.880794838,,,1.087518167
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2009,21.56352608,,29.91496374,25.01916821,24.2703453,,24.25968017,0.888472158,,,1.031306597
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2010,20.14880433,,28.80057426,26.32267103,23.41234085,,25.33272169,0.860606142,,,1.039077891
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2011,22.85357743,,27.68618478,25.15633937,26.39128649,,25.17968986,0.865951625,,,0.999072646
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2012,18.7705299,,26.57179529,23.58687686,21.93609839,,24.85804165,0.855691362,,,0.948863036
"American Electric Power Co., Inc.",Appalachian Power Co.,6,2013,17.82229487,,25.45740581,23.76691181,22.46102055,,24.96980373,0.793476629,,,0.951826136
