parent_name,utility_name,respondent_id,year,CO2_historical,CO2_target,CO2_target_all_years,CO2_1point5C,generation_historical,generation_projected,generation_1point5C,CO2_intensity_historical,CO2_intensity_target,CO2_intensity_target_all_years,CO2_intensity_1point5C
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2003,0.01745854,,,,0.491920028,,,0.035490605,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2004,0.010219495,,,,0.490067691,,,0.020853232,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2005,0.011538776,,,,0.493117673,,,0.02339964,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2006,0.002230304,,,,0.463513778,,,0.004811732,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2007,0.005697005,,,,0.411881473,,,0.013831661,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2008,0.003507064,,,,0.435104339,,,0.008060283,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2009,0.004203829,,,,0.416837898,,,0.010085046,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2010,0.004033346,,,,0.419944829,,,0.009604467,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2011,0.002543867,,,,0.469110755,,,0.005422742,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2012,0.00107354,,,,0.000999,,,1.074614501,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2013,0,,,,0,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2014,0,,,,0,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2015,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2016,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2017,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2018,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2019,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2020,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2021,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2022,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2023,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2024,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2025,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2026,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2027,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2028,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2029,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2030,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2031,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2032,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2033,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2034,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2035,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2036,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2037,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2038,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2039,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2040,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2041,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2042,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2043,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2044,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2045,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2046,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2047,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2048,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2049,,,,,,,,,,,
"Iberdrola, S.A.",Central Vermont Public Service Corp.,25,2050,,,,,,,,,,,
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2000,1.347160219,,,0,27.63068953,,1.064576211,0.048755939,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2001,5.166206899,,,0,5.516238577,,1.046247248,0.936545225,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2002,5.718488546,,,0,6.101247711,,1.080353232,0.937265428,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2003,5.337400821,,,0,5.777139526,,1.087278375,0.92388297,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2004,5.140077113,,,0,5.517835706,,1.111741688,0.93153863,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2005,5.516949394,5.516949394,5.516949394,0,5.829085966,,1.135504289,0.946451884,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2006,25.47148206,,5.12288158,0,28.41492372,,1.138102511,0.896412122,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2007,24.76718983,,4.728813766,0,28.24378019,,1.16387409,0.876907753,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2008,22.79730042,,4.334745952,0,25.50196478,,1.15341427,0.893942903,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2009,25.02773809,,3.940678138,0,30.56032018,,1.106078943,0.818961907,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2010,24.9454308,,3.546610324,0,31.11286289,,1.15500245,0.801772273,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2011,20.47691835,,3.152542511,0,22.16077739,,1.148025224,0.924016247,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2012,18.16880861,,2.758474697,0,19.92146476,,1.133360219,0.912021723,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2013,21.16299792,,2.364406883,0,23.21633362,,1.138455822,0.911556419,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2014,16.78281342,,1.970339069,0,18.86625969,,1.146195468,0.889567603,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2015,4.799358264,,1.576271255,0,6.440475184,,1.141714105,0.745186982,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2016,5.318563138,,1.182203441,0,6.235244296,,1.141454842,0.852983923,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2017,0,,0.788135628,0,0.946621581,,1.129581749,0,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2018,0,,0.394067814,0,1.070541415,,1.169847085,0,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2019,0,0,0,0,1.153039863,,1.153039863,0,,,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2020,,,0.250770427,0,,1.153039863,1.166813108,,,0.217486346,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2021,,,0.501540854,0,,1.153039863,1.171692683,,,0.434972693,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2022,,,0.752311281,0,,1.153039863,1.181143207,,,0.652459039,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2023,,,1.003081708,0,,1.153039863,1.197627282,,,0.869945385,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2024,,,1.253852135,0,,1.153039863,1.223784113,,,1.087431731,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2025,,,1.504622562,0,,1.153039863,1.262998379,,,1.304918078,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2026,,,1.755392989,0,,1.153039863,1.31956514,,,1.522404424,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2027,,,2.006163416,0,,1.153039863,1.398354934,,,1.73989077,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2028,,,2.256933843,0,,1.153039863,1.504159391,,,1.957377116,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2029,,,2.50770427,0,,1.153039863,1.640466097,,,2.174863463,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2030,,2.758474697,2.758474697,0,,1.153039863,1.807723862,,2.392349809,2.392349809,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2031,,,2.620550962,0,,1.153039863,2.001598154,,,2.272732319,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2032,,,2.482627227,0,,1.153039863,2.212174134,,,2.153114828,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2033,,,2.344703492,0,,1.153039863,2.4250824,,,2.033497338,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2034,,,2.206779757,0,,1.153039863,2.624696228,,,1.913879847,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2035,,,2.068856023,0,,1.153039863,2.798155817,,,1.794262357,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2036,,,1.930932288,0,,1.153039863,2.938203302,,,1.674644866,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2037,,,1.793008553,0,,1.153039863,3.043606309,,,1.555027376,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2038,,,1.655084818,0,,1.153039863,3.117587226,,,1.435409885,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2039,,,1.517161083,0,,1.153039863,3.165594338,,,1.315792395,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2040,,,1.379237348,0,,1.153039863,3.193488938,,,1.196174905,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2041,,,1.241313614,0,,1.153039863,3.206507008,,,1.076557414,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2042,,,1.103389879,0,,1.153039863,3.20886771,,,0.956939924,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2043,,,0.965466144,0,,1.153039863,3.203763355,,,0.837322433,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2044,,,0.827542409,0,,1.153039863,3.193515181,,,0.717704943,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2045,,,0.689618674,0,,1.153039863,3.179768899,,,0.598087452,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2046,,,0.551694939,0,,1.153039863,3.163672753,,,0.478469962,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2047,,,0.413771205,0,,1.153039863,3.146019857,,,0.358852471,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2048,,,0.27584747,0,,1.153039863,3.127354543,,,0.239234981,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2049,,,0.137923735,0,,1.153039863,3.10804885,,,0.11961749,0
Duke Energy Corp.,"Duke Energy Ohio, Inc.",27,2050,,0,0,0,,1.153039863,3.088356317,,0,0,0
Citizens' Electric Co.,Citizens' Electric Co.,28,2000,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2001,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2002,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2003,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2004,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2005,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2006,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2007,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2008,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2009,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2010,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2011,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2012,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2013,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2014,0,,,,0,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2015,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2016,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2017,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2018,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2019,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2020,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2021,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2022,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2023,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2024,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2025,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2026,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2027,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2028,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2029,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2030,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2031,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2032,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2033,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2034,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2035,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2036,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2037,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2038,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2039,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2040,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2041,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2042,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2043,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2044,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2045,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2046,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2047,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2048,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2049,,,,,,,,,,,
Citizens' Electric Co.,Citizens' Electric Co.,28,2050,,,,,,,,,,,
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2000,0.458808747,,,0,19.77318445,,1.318840712,0.023203584,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2001,7.42133621,,,0,18.06429248,,1.29613404,0.410829055,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2002,5.657228826,,,0,7.609183,,1.338385933,0.743473882,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2003,4.213572311,,,0,4.281085158,,1.346965084,0.984229969,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2004,8.292304445,,,0,8.109464,,1.377271241,1.022546551,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2005,0,,,0,0,,1.406709326,,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2006,0.000779072,,,0,0.000831345,,1.40992811,0.9371224,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2007,0,,,0,0,,1.441855,,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2008,0,,,0,0.000325,,1.428896947,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2009,0,,,0,0.00144,,1.370256,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2010,0,,,0,0.275792,,1.430864449,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2011,0,,,0,0.62035,,1.422220774,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2012,0,,,0,0.778138,,1.404053165,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2013,0,,,0,0.962913,,1.410365807,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2014,0,,,0,1.190252793,,1.419953998,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2015,0,,,0,1.369386776,,1.414402301,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2016,0,,,0,1.437642365,,1.414081115,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2017,0,,,0,1.706927664,,1.399372241,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2018,0,,,0,1.994865932,,1.449254592,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2019,0,0,0,0,1.428433116,,1.428433116,0,,,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2020,,,0,0,,1.428433116,1.445495976,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2021,,,0,0,,1.428433116,1.451540994,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2022,,,0,0,,1.428433116,1.463248692,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2023,,,0,0,,1.428433116,1.48366984,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2024,,,0,0,,1.428433116,1.516073997,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2025,,,0,0,,1.428433116,1.564654239,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2026,,,0,0,,1.428433116,1.634731464,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2027,,,0,0,,1.428433116,1.732339496,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2028,,,0,0,,1.428433116,1.8634144,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2029,,,0,0,,1.428433116,2.032276744,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2030,,0,0,0,,1.428433116,2.239482529,,0,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2031,,,0,0,,1.428433116,2.47966196,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2032,,,0,0,,1.428433116,2.740532129,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2033,,,0,0,,1.428433116,3.004291628,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2034,,,0,0,,1.428433116,3.251581433,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2035,,,0,0,,1.428433116,3.466470292,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2036,,,0,0,,1.428433116,3.639966865,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2037,,,0,0,,1.428433116,3.770544437,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2038,,,0,0,,1.428433116,3.862195034,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2039,,,0,0,,1.428433116,3.921668216,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2040,,,0,0,,1.428433116,3.956225191,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2041,,,0,0,,1.428433116,3.972352511,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2042,,,0,0,,1.428433116,3.975277045,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2043,,,0,0,,1.428433116,3.968953561,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2044,,,0,0,,1.428433116,3.956257702,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2045,,,0,0,,1.428433116,3.939228244,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2046,,,0,0,,1.428433116,3.919287677,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2047,,,0,0,,1.428433116,3.897418545,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2048,,,0,0,,1.428433116,3.874295188,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2049,,,0,0,,1.428433116,3.850378503,,,0,0
FirstEnergy Corp.,The Cleveland Electric Illuminating Co.,30,2050,,0,0,0,,1.428433116,3.825982585,,0,0,0
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2000,0.59811174,,,,15.00386751,,,0.039863838,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2001,12.51485677,,,,13.48144003,,,0.92830267,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2002,14.00770672,,,,16.62495614,,,0.842571048,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2003,14.43348607,,,,15.51506501,,,0.930288469,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2004,13.03685332,,,,13.86828142,,,0.940048224,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2005,13.69539212,13.69539212,13.69539212,,14.83891557,,,0.922937532,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2006,13.0043558,,13.25713957,,14.20394583,,,0.915545297,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2007,14.18229433,,12.81888702,,15.43134479,,,0.919057575,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2008,13.53207404,,12.38063448,,14.4402205,,,0.937109931,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2009,11.11160444,,11.94238193,,12.20659839,,,0.910294915,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2010,11.44719744,,11.50412938,,12.95083003,,,0.883896817,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2011,6.31459001,,11.06587683,,6.653088779,,,0.949121561,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2012,5.296268085,,10.62762429,,5.594152851,,,0.946750692,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2013,6.777197886,,10.18937174,,7.289189128,,,0.929760192,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2014,4.175122291,,9.75111919,,4.53781557,,,0.920073156,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2015,3.824773041,,9.312866642,,4.069009186,,,0.939976507,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2016,4.077281608,,8.874614094,,4.310126594,,,0.945977228,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2017,,,8.436361546,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2018,,,7.998108998,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2019,,,7.559856451,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2020,,,7.121603903,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2021,,,6.683351355,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2022,,,6.245098807,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2023,,,5.806846259,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2024,,,5.368593711,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2025,,,4.930341163,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2026,,,4.492088616,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2027,,,4.053836068,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2028,,,3.61558352,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2029,,,3.177330972,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2030,,2.739078424,2.739078424,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2031,,,2.602124503,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2032,,,2.465170582,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2033,,,2.328216661,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2034,,,2.191262739,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2035,,,2.054308818,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2036,,,1.917354897,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2037,,,1.780400976,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2038,,,1.643447054,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2039,,,1.506493133,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2040,,,1.369539212,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2041,,,1.232585291,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2042,,,1.09563137,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2043,,,0.958677448,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2044,,,0.821723527,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2045,,,0.684769606,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2046,,,0.547815685,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2047,,,0.410861764,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2048,,,0.273907842,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2049,,,0.136953921,,,,,,,,
"American Electric Power Co., Inc.",Columbus Southern Power Co.,31,2050,,0,0,,,,,,,,
Exelon Corp.,Commonwealth Edison Co.,32,2000,0,,,0,79.42642075,,7.109033108,0,,,0
Exelon Corp.,Commonwealth Edison Co.,32,2001,0,,,0,0.035717,,6.986635856,0,,,0
Exelon Corp.,Commonwealth Edison Co.,32,2002,0,,,0,6.10E-05,,7.214388991,0,,,0
Exelon Corp.,Commonwealth Edison Co.,32,2003,0,,,0,5.30E-05,,7.260633747,0,,,0
Exelon Corp.,Commonwealth Edison Co.,32,2004,0,,,0,7.00E-05,,7.423995002,0,,,0
