parent_name,utility_name,respondent_id,year,percent_AMI,ownership,housing_units,income
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2010,80-100%,owner,2558.318144544074,140718095.7471676
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2010,80-100%,renter,1022.589647519295,54506852.22828129
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,0-30%,owner,1406.10694342803,15365207.81928453
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,0-30%,renter,1969.894087054753,21079604.313862525
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,100%+,owner,16776.162448175393,2105809792.9889631
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,100%+,renter,2818.3995107849164,246804596.41125825
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,30-60%,owner,2981.1648239102933,82819118.68333468
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,30-60%,renter,2404.8994774296593,64256969.0397551
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,60-80%,owner,2136.649738096588,89706259.9526182
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,60-80%,renter,1163.2943345810581,47128375.6081206
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,80-100%,owner,2547.973760257752,135644047.0014517
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2009,80-100%,renter,1018.4548762815175,52390884.47944975
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,0-30%,owner,1399.320520341332,16222277.113756957
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,0-30%,renter,1960.3866062950428,22273018.218829695
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,100%+,owner,16695.194114524347,2227146093.1648254
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,100%+,renter,2804.7968103666276,260993450.77118346
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,30-60%,owner,2966.776554311885,87440642.65313108
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,30-60%,renter,2393.2924902007753,67879524.61873378
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,60-80%,owner,2126.3374292223775,94614872.49085023
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,60-80%,renter,1157.679820289864,49783469.70872652
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,80-100%,owner,2535.676240476823,143277027.29757875
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2008,80-100%,renter,1013.5394139708719,55368712.679751985
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,0-30%,owner,1382.2347022171746,15842374.525468977
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,0-30%,renter,1936.4501253235355,21690827.911705155
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,100%+,owner,16491.344427450058,2174321580.8915753
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,100%+,renter,2770.550011666462,254368851.5741692
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,30-60%,owner,2930.5519696758934,85319869.10340253
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,30-60%,renter,2364.0701929421675,66180738.468342416
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,60-80%,owner,2100.374675115535,92388731.3691342
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,60-80%,renter,1143.5444548979121,48557555.80601905
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,80-100%,owner,2504.71542596953,139886402.76978856
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2007,80-100%,renter,1001.1640147417197,53992935.24369217
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,0-30%,owner,1389.3005662545027,15204473.236710645
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,0-30%,renter,1946.3490905851174,21002815.699884064
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,100%+,owner,16575.646751310218,2090570763.9200974
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,100%+,renter,2784.712823278445,245730129.09955022
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,30-60%,owner,2945.532697434231,82011290.58303216
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,30-60%,renter,2376.155114939305,63866845.079621084
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,60-80%,owner,2111.1116084728014,88665639.93639037
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,60-80%,renter,1149.3901550716857,46771549.1560179
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,80-100%,owner,2517.519314212029,134286121.288361
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2006,80-100%,renter,1006.2818784416269,52043365.053213
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,0-30%,owner,1361.5959920064527,14052633.882895142
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,0-30%,renter,1907.5361985425304,19250496.19904536
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,100%+,owner,16245.10543628783,1923053167.3050678
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,100%+,renter,2729.181799217894,225332437.3297043
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,30-60%,owner,2886.794702720731,75721882.4767047
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,30-60%,renter,2328.7712964872617,58719307.78613686
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,60-80%,owner,2069.0131240098385,82050005.70311116
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,60-80%,renter,1126.4697261417475,43116298.16651816
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,80-100%,owner,2467.3164981651576,124020623.09736983
Algonquin Power & Utilities Corp.,Liberty Utilities (Granite State Electric) Corp.,59.0,2005,80-100%,renter,986.2152264205214,47931990.61501069
Energir Inc.,Green Mountain Power Corp.,61.0,2020,0-30%,owner,12621.525587563805,143286145.8861341
Energir Inc.,Green Mountain Power Corp.,61.0,2020,0-30%,renter,12851.997099935958,144627116.3868745
Energir Inc.,Green Mountain Power Corp.,61.0,2020,100%+,owner,95139.89444096049,12721129482.73955
Energir Inc.,Green Mountain Power Corp.,61.0,2020,100%+,renter,14020.332747170945,1371081065.174988
Energir Inc.,Green Mountain Power Corp.,61.0,2020,30-60%,owner,24691.80273396897,724731166.1052009
Energir Inc.,Green Mountain Power Corp.,61.0,2020,30-60%,renter,14346.745785183926,431219358.2560182
Energir Inc.,Green Mountain Power Corp.,61.0,2020,60-80%,owner,17937.1211497646,843468946.7869823
Energir Inc.,Green Mountain Power Corp.,61.0,2020,60-80%,renter,7454.409723939468,346024050.086403
Energir Inc.,Green Mountain Power Corp.,61.0,2020,80-100%,owner,18148.702536904457,1098275956.658246
Energir Inc.,Green Mountain Power Corp.,61.0,2020,80-100%,renter,5544.468194607843,321164940.43393344
Energir Inc.,Green Mountain Power Corp.,61.0,2019,0-30%,owner,12612.573226727418,147917886.37759313
Energir Inc.,Green Mountain Power Corp.,61.0,2019,0-30%,renter,12842.881267249286,149302203.89787835
Energir Inc.,Green Mountain Power Corp.,61.0,2019,100%+,owner,95072.41237161297,13132341398.294325
Energir Inc.,Green Mountain Power Corp.,61.0,2019,100%+,renter,14010.388222087327,1415401412.040138
Energir Inc.,Green Mountain Power Corp.,61.0,2019,30-60%,owner,24674.289009004246,748158181.0947695
Energir Inc.,Green Mountain Power Corp.,61.0,2019,30-60%,renter,14336.569737589172,445158571.6390263
Energir Inc.,Green Mountain Power Corp.,61.0,2019,60-80%,owner,17924.398473746995,870734173.6514579
Energir Inc.,Green Mountain Power Corp.,61.0,2019,60-80%,renter,7449.122362660674,357209315.72316366
Energir Inc.,Green Mountain Power Corp.,61.0,2019,80-100%,owner,18135.829787671766,1133777848.2597737
Energir Inc.,Green Mountain Power Corp.,61.0,2019,80-100%,renter,5540.535541650811,331546632.60553545
Energir Inc.,Green Mountain Power Corp.,61.0,2018,0-30%,owner,12573.59079473092,143034160.70272508
Energir Inc.,Green Mountain Power Corp.,61.0,2018,0-30%,renter,12803.187008461631,144267673.0118638
Energir Inc.,Green Mountain Power Corp.,61.0,2018,100%+,owner,94778.56639875741,12681557168.457335
Energir Inc.,Green Mountain Power Corp.,61.0,2018,100%+,renter,13967.085479951036,1365674369.3150403
Energir Inc.,Green Mountain Power Corp.,61.0,2018,30-60%,owner,24598.02671295533,722667863.3876886
Energir Inc.,Green Mountain Power Corp.,61.0,2018,30-60%,renter,14292.25884679693,430340099.59532785
Energir Inc.,Green Mountain Power Corp.,61.0,2018,60-80%,owner,17868.998466784105,840265649.7039526
Energir Inc.,Green Mountain Power Corp.,61.0,2018,60-80%,renter,7426.0989160795525,345133737.2896561
Energir Inc.,Green Mountain Power Corp.,61.0,2018,80-100%,owner,18079.776297341945,1093948770.5176265
Energir Inc.,Green Mountain Power Corp.,61.0,2018,80-100%,renter,5523.411078141741,320138399.71493727
Energir Inc.,Green Mountain Power Corp.,61.0,2017,0-30%,owner,12545.770483524117,135306931.1931051
Energir Inc.,Green Mountain Power Corp.,61.0,2017,0-30%,renter,12774.858692960584,134624475.19331238
Energir Inc.,Green Mountain Power Corp.,61.0,2017,100%+,owner,94568.85946173394,11904989739.855839
Energir Inc.,Green Mountain Power Corp.,61.0,2017,100%+,renter,13936.181924153225,1273288537.5476382
Energir Inc.,Green Mountain Power Corp.,61.0,2017,30-60%,owner,24543.601149932023,681123012.5024251
Energir Inc.,Green Mountain Power Corp.,61.0,2017,30-60%,renter,14260.635812815857,401784596.3711591
Energir Inc.,Green Mountain Power Corp.,61.0,2017,60-80%,owner,17829.461543210233,793018166.5634729
Energir Inc.,Green Mountain Power Corp.,61.0,2017,60-80%,renter,7409.667938940982,321522961.8281233
Energir Inc.,Green Mountain Power Corp.,61.0,2017,80-100%,owner,18039.773007004867,1032609112.5591457
Energir Inc.,Green Mountain Power Corp.,61.0,2017,80-100%,renter,5511.189985724662,299444165.6495039
Energir Inc.,Green Mountain Power Corp.,61.0,2016,0-30%,owner,12499.988790132868,132605502.08517422
Energir Inc.,Green Mountain Power Corp.,61.0,2016,0-30%,renter,12728.241016942544,133206872.2811574
Energir Inc.,Green Mountain Power Corp.,61.0,2016,100%+,owner,94223.76128431047,11718001793.359495
Energir Inc.,Green Mountain Power Corp.,61.0,2016,100%+,renter,13885.326378155925,1259167895.7701714
Energir Inc.,Green Mountain Power Corp.,61.0,2016,30-60%,owner,24454.037290618777,669485819.2319946
Energir Inc.,Green Mountain Power Corp.,61.0,2016,30-60%,renter,14208.596278280758,397433697.07854617
Energir Inc.,Green Mountain Power Corp.,61.0,2016,60-80%,owner,17764.398744335173,779275374.4508249
Energir Inc.,Green Mountain Power Corp.,61.0,2016,60-80%,renter,7382.628774932929,318062241.48270357
Energir Inc.,Green Mountain Power Corp.,61.0,2016,80-100%,owner,17973.94274510594,1014865853.0788954
Energir Inc.,Green Mountain Power Corp.,61.0,2016,80-100%,renter,5491.0786971849375,295263661.4469465
Energir Inc.,Green Mountain Power Corp.,61.0,2015,0-30%,owner,12502.028568551295,131141307.27941349
Energir Inc.,Green Mountain Power Corp.,61.0,2015,0-30%,renter,12730.318042111687,131839806.52776943
Energir Inc.,Green Mountain Power Corp.,61.0,2015,100%+,owner,94239.13694568082,11581144955.183474
Energir Inc.,Green Mountain Power Corp.,61.0,2015,100%+,renter,13887.592219314225,1244984867.8719306
Energir Inc.,Green Mountain Power Corp.,61.0,2015,30-60%,owner,24458.027759598077,662237104.7951783
Energir Inc.,Green Mountain Power Corp.,61.0,2015,30-60%,renter,14210.914871403636,393467048.326836
Energir Inc.,Green Mountain Power Corp.,61.0,2015,60-80%,owner,17767.297581908864,770259990.1812098
Energir Inc.,Green Mountain Power Corp.,61.0,2015,60-80%,renter,7383.833490161014,315047561.5344543
Energir Inc.,Green Mountain Power Corp.,61.0,2015,80-100%,owner,17976.875776576682,1002871304.427381
Energir Inc.,Green Mountain Power Corp.,61.0,2015,80-100%,renter,5491.974744694133,292150407.03903776
Energir Inc.,Green Mountain Power Corp.,61.0,2014,0-30%,owner,12460.213110973646,124677344.8131714
Energir Inc.,Green Mountain Power Corp.,61.0,2014,0-30%,renter,12687.73902614473,124795973.32264717
Energir Inc.,Green Mountain Power Corp.,61.0,2014,100%+,owner,93923.93588758871,10989026839.421871
Energir Inc.,Green Mountain Power Corp.,61.0,2014,100%+,renter,13841.14247556919,1178592502.2258856
Energir Inc.,Green Mountain Power Corp.,61.0,2014,30-60%,owner,24376.223145522326,630222378.1847581
Energir Inc.,Green Mountain Power Corp.,61.0,2014,30-60%,renter,14163.383712385212,371658119.9754295
Energir Inc.,Green Mountain Power Corp.,61.0,2014,60-80%,owner,17707.87141164917,732861394.0585699
Energir Inc.,Green Mountain Power Corp.,61.0,2014,60-80%,renter,7359.136827985331,298114920.5833555
Energir Inc.,Green Mountain Power Corp.,61.0,2014,80-100%,owner,17916.7486314264,953131957.3763653
Energir Inc.,Green Mountain Power Corp.,61.0,2014,80-100%,renter,5473.60577075562,277438156.4639109
Energir Inc.,Green Mountain Power Corp.,61.0,2013,0-30%,owner,12486.10696478527,121748478.39245574
Energir Inc.,Green Mountain Power Corp.,61.0,2013,0-30%,renter,12714.105706763808,122576582.47915067
Energir Inc.,Green Mountain Power Corp.,61.0,2013,100%+,owner,94119.1213666509,10772246423.866274
Energir Inc.,Green Mountain Power Corp.,61.0,2013,100%+,renter,13869.906070273088,1158342980.8935173
Energir Inc.,Green Mountain Power Corp.,61.0,2013,30-60%,owner,24426.879932287382,616297746.2086834
Energir Inc.,Green Mountain Power Corp.,61.0,2013,30-60%,renter,14192.816963972511,365804579.25072813
Energir Inc.,Green Mountain Power Corp.,61.0,2013,60-80%,owner,17744.670544181256,716805557.0695841
Energir Inc.,Green Mountain Power Corp.,61.0,2013,60-80%,renter,7374.430018519581,293108010.13055605
Energir Inc.,Green Mountain Power Corp.,61.0,2013,80-100%,owner,17953.98183648564,933271005.6460494
Energir Inc.,Green Mountain Power Corp.,61.0,2013,80-100%,renter,5484.980596080686,271785315.1031297
Energir Inc.,Green Mountain Power Corp.,61.0,2012,0-30%,owner,6546.838815458378,63952380.57638744
Energir Inc.,Green Mountain Power Corp.,61.0,2012,0-30%,renter,6666.385365721834,64459671.9668488
Energir Inc.,Green Mountain Power Corp.,61.0,2012,100%+,owner,49349.46647324559,5672109660.987855
Energir Inc.,Green Mountain Power Corp.,61.0,2012,100%+,renter,7272.40601764195,609959431.8588525
Energir Inc.,Green Mountain Power Corp.,61.0,2012,30-60%,owner,12807.742728158699,323664863.23202723
Energir Inc.,Green Mountain Power Corp.,61.0,2012,30-60%,renter,7441.71784387954,192220266.44835538
Energir Inc.,Green Mountain Power Corp.,61.0,2012,60-80%,owner,9304.060762398272,376323395.89851
Energir Inc.,Green Mountain Power Corp.,61.0,2012,60-80%,renter,3866.633917464253,154187982.95217714
Energir Inc.,Green Mountain Power Corp.,61.0,2012,80-100%,owner,9413.808924642675,489726502.5589217
Energir Inc.,Green Mountain Power Corp.,61.0,2012,80-100%,renter,2875.939151389015,143299342.37695062
Energir Inc.,Green Mountain Power Corp.,61.0,2011,0-30%,owner,4583.155464146413,43907442.69093553
Energir Inc.,Green Mountain Power Corp.,61.0,2011,0-30%,renter,4666.844774438602,44175674.44673508
Energir Inc.,Green Mountain Power Corp.,61.0,2011,100%+,owner,34547.40269235266,3887493454.679493
Energir Inc.,Green Mountain Power Corp.,61.0,2011,100%+,renter,5091.093322558504,417700410.37721884
Energir Inc.,Green Mountain Power Corp.,61.0,2011,30-60%,owner,8966.140411054574,222090813.82175824
Energir Inc.,Green Mountain Power Corp.,61.0,2011,30-60%,renter,5209.621125585082,131848839.94043052
Energir Inc.,Green Mountain Power Corp.,61.0,2011,60-80%,owner,6513.365934907372,258352249.1527328
Energir Inc.,Green Mountain Power Corp.,61.0,2011,60-80%,renter,2706.861260252273,105664266.90879595
Energir Inc.,Green Mountain Power Corp.,61.0,2011,80-100%,owner,6590.195822376524,336292118.04487425
Energir Inc.,Green Mountain Power Corp.,61.0,2011,80-100%,renter,2013.3191923281406,98143065.57947259
Energir Inc.,Green Mountain Power Corp.,61.0,2010,0-30%,owner,4572.333306426456,41817750.71432416
Energir Inc.,Green Mountain Power Corp.,61.0,2010,0-30%,renter,4655.825002013548,41639336.910330206
Energir Inc.,Green Mountain Power Corp.,61.0,2010,100%+,owner,34465.82626674894,3685530261.5792236
Energir Inc.,Green Mountain Power Corp.,61.0,2010,100%+,renter,5079.071776413108,394381174.9695932
Energir Inc.,Green Mountain Power Corp.,61.0,2010,30-60%,owner,8944.968756192138,210964710.67894775
Energir Inc.,Green Mountain Power Corp.,61.0,2010,30-60%,renter,5197.3197009610685,124406136.32841407
Energir Inc.,Green Mountain Power Corp.,61.0,2010,60-80%,owner,6497.985991113879,245504214.38960937
Energir Inc.,Green Mountain Power Corp.,61.0,2010,60-80%,renter,2700.4695766810623,99631629.96561101
Energir Inc.,Green Mountain Power Corp.,61.0,2010,80-100%,owner,6574.63446096229,319546354.7293848
Energir Inc.,Green Mountain Power Corp.,61.0,2010,80-100%,renter,2008.5651624876848,92668765.7232637
Energir Inc.,Green Mountain Power Corp.,61.0,2009,0-30%,owner,4551.142275079528,43279031.49091475
Energir Inc.,Green Mountain Power Corp.,61.0,2009,0-30%,renter,4634.247018312136,43477051.65323878
Energir Inc.,Green Mountain Power Corp.,61.0,2009,100%+,owner,34306.09022917916,3822289218.2668953
Energir Inc.,Green Mountain Power Corp.,61.0,2009,100%+,renter,5055.532204379724,410716833.5928713
Energir Inc.,Green Mountain Power Corp.,61.0,2009,30-60%,owner,8903.51221735161,218434542.60707757
Energir Inc.,Green Mountain Power Corp.,61.0,2009,30-60%,renter,5173.232094629259,129764912.68841542
Energir Inc.,Green Mountain Power Corp.,61.0,2009,60-80%,owner,6467.870289654392,254002947.71094233
Energir Inc.,Green Mountain Power Corp.,61.0,2009,60-80%,renter,2687.953924033767,103847023.68575653
Energir Inc.,Green Mountain Power Corp.,61.0,2009,80-100%,owner,6544.163522905119,330570137.944783
Energir Inc.,Green Mountain Power Corp.,61.0,2009,80-100%,renter,1999.2562244754863,96460047.25545262
Energir Inc.,Green Mountain Power Corp.,61.0,2008,0-30%,owner,4531.87770112776,43890784.576242775
Energir Inc.,Green Mountain Power Corp.,61.0,2008,0-30%,renter,4614.630669492665,44015010.353600256
Energir Inc.,Green Mountain Power Corp.,61.0,2008,100%+,owner,34160.875649570284,3883366767.6611137
Energir Inc.,Green Mountain Power Corp.,61.0,2008,100%+,renter,5034.132593440273,416911281.87177527
Energir Inc.,Green Mountain Power Corp.,61.0,2008,30-60%,owner,8865.824454769288,221688318.18152335
Energir Inc.,Green Mountain Power Corp.,61.0,2008,30-60%,renter,5151.334270691219,131491231.45962942
Energir Inc.,Green Mountain Power Corp.,61.0,2008,60-80%,owner,6440.4923792366835,257833103.93274283
Energir Inc.,Green Mountain Power Corp.,61.0,2008,60-80%,renter,2676.5760579907706,105309332.7558713
Energir Inc.,Green Mountain Power Corp.,61.0,2008,80-100%,owner,6516.462670125873,335745573.1592848
Energir Inc.,Green Mountain Power Corp.,61.0,2008,80-100%,renter,1990.7935535553042,97847024.91205402
Energir Inc.,Green Mountain Power Corp.,61.0,2007,0-30%,owner,4502.300914060648,41713777.71353603
Energir Inc.,Green Mountain Power Corp.,61.0,2007,0-30%,renter,4584.5138045404265,41707853.04697847
Energir Inc.,Green Mountain Power Corp.,61.0,2007,100%+,owner,33937.92855970027,3686020306.0878606
Energir Inc.,Green Mountain Power Corp.,61.0,2007,100%+,renter,5001.277896645012,395171100.0254459
Energir Inc.,Green Mountain Power Corp.,61.0,2007,30-60%,owner,8807.962654569363,210726671.34309226
Energir Inc.,Green Mountain Power Corp.,61.0,2007,30-60%,renter,5117.714670409896,124461655.32292463
Energir Inc.,Green Mountain Power Corp.,61.0,2007,60-80%,owner,6398.459234418872,245163926.81430793
Energir Inc.,Green Mountain Power Corp.,61.0,2007,60-80%,renter,2659.1076871835835,99755085.66313064
Energir Inc.,Green Mountain Power Corp.,61.0,2007,80-100%,owner,6473.933713800078,319063038.34662163
Energir Inc.,Green Mountain Power Corp.,61.0,2007,80-100%,renter,1977.800864671968,92829291.35349803
Energir Inc.,Green Mountain Power Corp.,61.0,2006,0-30%,owner,4468.02130452885,39773385.30984903
Energir Inc.,Green Mountain Power Corp.,61.0,2006,0-30%,renter,4549.6082426704825,39580144.023486875
Energir Inc.,Green Mountain Power Corp.,61.0,2006,100%+,owner,33679.53202833756,3495230830.9326477
Energir Inc.,Green Mountain Power Corp.,61.0,2006,100%+,renter,4963.199177179233,374239985.127287
Energir Inc.,Green Mountain Power Corp.,61.0,2006,30-60%,owner,8740.900606444953,200562230.5210304
Energir Inc.,Green Mountain Power Corp.,61.0,2006,30-60%,renter,5078.749424873125,118316357.5617285
Energir Inc.,Green Mountain Power Corp.,61.0,2006,60-80%,owner,6349.742658528529,233262144.4497116
Energir Inc.,Green Mountain Power Corp.,61.0,2006,60-80%,renter,2638.861778489432,94670889.06595053
Energir Inc.,Green Mountain Power Corp.,61.0,2006,80-100%,owner,6424.642490472296,303458535.3971405
Energir Inc.,Green Mountain Power Corp.,61.0,2006,80-100%,renter,1962.7422884757632,87951355.41469286
Energir Inc.,Green Mountain Power Corp.,61.0,2005,0-30%,owner,4393.626052768087,37522569.95179271
Energir Inc.,Green Mountain Power Corp.,61.0,2005,0-30%,renter,4473.854519141188,37515935.84900941
Energir Inc.,Green Mountain Power Corp.,61.0,2005,100%+,owner,33118.747490024536,3316835249.5841203
Energir Inc.,Green Mountain Power Corp.,61.0,2005,100%+,renter,4880.558914933662,355923713.40121716
Energir Inc.,Green Mountain Power Corp.,61.0,2005,30-60%,owner,8595.359335060873,189498819.3961887
Energir Inc.,Green Mountain Power Corp.,61.0,2005,30-60%,renter,4994.18518125363,112151984.58773696
Energir Inc.,Green Mountain Power Corp.,61.0,2005,60-80%,owner,6244.0156103565805,220227156.24434087
Energir Inc.,Green Mountain Power Corp.,61.0,2005,60-80%,renter,2594.9231369763384,89807434.58833455
Energir Inc.,Green Mountain Power Corp.,61.0,2005,80-100%,owner,6317.66831488654,286663013.5330563
Energir Inc.,Green Mountain Power Corp.,61.0,2005,80-100%,renter,1930.0614445987153,83479768.2635754
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,0-30%,owner,21557.227096678685,219505688.87579083
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,0-30%,renter,26759.289036549162,284245974.5189534
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,100%+,owner,166527.91010702783,19560952743.848038
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,100%+,renter,47886.26136399556,4361556250.612194
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,30-60%,owner,31043.589795429034,752443873.689545
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,30-60%,renter,27856.089994959293,677991857.7892102
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,60-80%,owner,27890.70593144454,1048915661.4719267
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,60-80%,renter,19643.68000682745,732841653.3340229
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,80-100%,owner,27595.274532790656,1347080536.2126153
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2020,80-100%,renter,15765.972134297845,754136907.343834
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,0-30%,owner,21291.18848784143,223963595.37024686
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,0-30%,renter,26429.051571552787,290018681.28715
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,100%+,owner,164472.78245360774,19958213055.0553
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,100%+,renter,47295.29508161799,4450134410.181179
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,30-60%,owner,30660.4796020145,767725137.917427
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,30-60%,renter,27512.316865109635,691761087.7417742
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,60-80%,owner,27546.50560492697,1070217924.585744
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,60-80%,renter,19401.25655978465,747724819.1532668
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,80-100%,owner,27254.72013707634,1374438182.8489861
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2019,80-100%,renter,15571.403636468105,769452555.1257885
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,0-30%,owner,21265.79175558946,215224256.22981194
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,0-30%,renter,26397.52625079302,277075479.55487543
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,100%+,owner,164276.59466347564,19356551141.304447
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,100%+,renter,47238.87991500328,4290069670.9115915
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,30-60%,owner,30623.906914134015,739420018.2511204
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,30-60%,renter,27479.499394847084,664527459.0060668
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,60-80%,owner,27513.647353367876,1032665164.3420943
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,60-80%,renter,19378.114191828918,717846179.8594166
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,80-100%,owner,27222.209935481977,1326699458.1460366
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2018,80-100%,renter,15552.829625479062,738166842.9431062
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2017,0-30%,owner,20996.356464455148,204863193.44669843
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2017,0-30%,renter,26063.07243631232,264899590.95038027
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2017,100%+,owner,162195.2279023215,18314955568.020878
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2017,100%+,renter,46640.368394292425,4072621841.190337
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2017,30-60%,owner,30235.905311846527,701301998.3695639
"NextEra Energy, Inc.",Gulf Power Co.,62.0,2017,30-60%,renter,27131.337097163974,631930070.8111023
